DAdguid,PRCDDA,Province,Dissemination area (DA) Population,Situational vulnerability Quintiles,Situational vulnerability Scores,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Residential instability Quintiles,Residential instability Scores,Economic dependency Quintiles,Economic dependency Scores,DArplat,DArplong,DApop_2021,DAtdwell_2021,DAurdwell_2021,DArplamx,DArplamy,CTcode,the_geom,CCSNAME,LANDAREA,PRUID,DAUID,_predicate,Boundary Type,fid,da_int,name,geometry,neighbourhood_name,neighbourhood_number,Education_Training_Profile,Demographic_Housing_Profile,Employment_Work_Pattern_Profile,Family_Dwelling_Characteristics,Income_Inequality_Family_Dynamics,Work_Life_Balance_Income_Equality,PC7_Mixed_Factors,PC8_Mixed_Factors,PC9_Mixed_Factors,PC10_Mixed_Factors,PC11_Mixed_Factors,PC12_Mixed_Factors,PCA_Sum
2021S051248110930,48110930,Alberta,926,4,-0.054,5,1.895,5,0.66,1,-1.205,53.456359,-113.49447,862.0,407.0,371.0,4811827.0414,2159190.5484,4301,"MULTIPOLYGON (((-113.49207740189155 53.460293885921345, -113.49217160313528 53.45711888884333, -113.49225928291872 53.45430889379322, -113.49268546983923 53.45432920098723, -113.49342400748313 53.45436440802205, -113.4935907953531 53.454378200476945, -113.49383147827778 53.454387197735, -113.4940043944103 53.4543878094619, -113.49415171708874 53.454376493439035, -113.49535980745061 53.454230190767916, -113.49600948614838 53.454153201809504, -113.4971147882349 53.454061394699345, -113.49817919478552 53.454027001691834, -113.49945282149716 53.45402569762006, -113.49999491006939 53.45402329245191, -113.50150211935589 53.45403670336406, -113.50149919258897 53.454756103651015, -113.49999250462315 53.454751588189346, -113.49770360729396 53.454763697556054, -113.49718578307792 53.45492892162481, -113.49613621329901 53.45526379207313, -113.4957892959728 53.455513907452044, -113.49569500214984 53.45570470528062, -113.49567650469443 53.45641529346863, -113.49574131424076 53.456495095472434, -113.49749530888035 53.45652649063743, -113.4982900059883 53.45654069213251, -113.4986693114327 53.45658661120741, -113.4989615134574 53.45668840901575, -113.49968051563162 53.45713190915725, -113.49950211743567 53.45733870799393, -113.4992855801281 53.45758969068312, -113.49907181635142 53.45805269081189, -113.49903271538639 53.45841320632534, -113.49921849794677 53.45901170237675, -113.4981280035535 53.45916929059029, -113.49564737237228 53.45916738686872, -113.49564200017977 53.459167387836914, -113.49552650607765 53.45925079132197, -113.49550198171605 53.45986270128166, -113.49549101462432 53.460186585938274, -113.49574629304004 53.460945608609975, -113.4931720821046 53.46020810437948, -113.49269379657476 53.460272008173426, -113.49207740189155 53.460293885921345)))",Edmonton,0.2621,48,48110930.0,INTERSECTS,Census Dissemination Area,555.0,48110748.0,KING EDWARD PARK,"MULTIPOLYGON (((-113.44282729409717 53.51326018006386, -113.44282919040364 53.51224417127382, -113.44304007642738 53.5122398650415, -113.44334247123889 53.51225166098025, -113.44776306659755 53.512269072541514, -113.44904517720772 53.5122697624628, -113.44907159321288 53.51324928004994, -113.44908126289238 53.51420208529093, -113.44909097808096 53.51515496652039, -113.44910019153535 53.516098863174385, -113.4433231659906 53.51610918125246, -113.44302179205181 53.51611537796978, -113.44281027600817 53.51611066397061, -113.44281576209082 53.5151575730843, -113.44282102207976 53.5142255655141, -113.44282729409717 53.51326018006386)))",KING EDWARD PARK,6360,5.330420944809069,3.258907029628933,-0.036333374,2.405905759939091,0.7123851218906646,-1.369980958,-1.3916851,-1.591641757,0.098390381,-0.450382427,-0.398357672,-0.191227994,-5.3312189
2021S051248110931,48110931,Alberta,593,4,0.065,5,1.73,5,0.801,1,-1.45,53.455731,-113.498729,739.0,372.0,320.0,4811541.3229,2159218.5943,4301,"MULTIPOLYGON (((-113.49718578307792 53.45492892162481, -113.49770360729396 53.454763697556054, -113.49999250462315 53.454751588189346, -113.50149919258897 53.454756103651015, -113.50145911250885 53.45561109331299, -113.50126639094242 53.455920798910824, -113.50107109908403 53.4561857114625, -113.50071131343016 53.45647190448825, -113.49999877460321 53.45690939227817, -113.49968051563162 53.45713190915725, -113.4989615134574 53.45668840901575, -113.4986693114327 53.45658661120741, -113.4982900059883 53.45654069213251, -113.49749530888035 53.45652649063743, -113.49574131424076 53.456495095472434, -113.49567650469443 53.45641529346863, -113.49569500214984 53.45570470528062, -113.4957892959728 53.455513907452044, -113.49613621329901 53.45526379207313, -113.49718578307792 53.45492892162481)))",Edmonton,0.0724,48,48110931.0,INTERSECTS,Census Dissemination Area,556.0,48110749.0,KING EDWARD PARK,"MULTIPOLYGON (((-113.44281939118538 53.51705457849383, -113.44281027600817 53.51611066397061, -113.44302179205181 53.51611537796978, -113.4433231659906 53.51610918125246, -113.44910019153535 53.516098863174385, -113.45205707145195 53.516101161329466, -113.45511986296343 53.51611016909404, -113.45512928505389 53.517054083240595, -113.45512348673763 53.51721597943589, -113.4550585851464 53.517657876758335, -113.45505027512043 53.51803567887761, -113.45503988492611 53.518116780155495, -113.45421057119047 53.51812488601839, -113.45326028438419 53.518126377475625, -113.45254737734189 53.518060086149646, -113.4520646548053 53.518061065755084, -113.44903189262432 53.51805125858006, -113.4483833597039 53.518055563984625, -113.44652788393392 53.51805768106427, -113.44533596421113 53.518055086803756, -113.44398138262082 53.51810976893944, -113.44343896818832 53.51812088501274, -113.44303156524258 53.51812019007406, -113.44282008026708 53.518115467563995, -113.44281286980338 53.517989788793685, -113.44281939118538 53.51705457849383)))",KING EDWARD PARK,6360,5.330420944809069,3.258907029628933,-0.036333374,2.405905759939091,0.7123851218906646,-1.369980958,-1.3916851,-1.591641757,0.098390381,-0.450382427,-0.398357672,-0.191227994,-5.3312189
2021S051248111539,48111539,Alberta,675,3,-0.162,5,0.796,3,-0.17,2,-0.348,53.482786,-113.444675,704.0,282.0,272.0,4815863.5489,2160837.183,3803,"MULTIPOLYGON (((-113.44200538199603 53.47850130727844, -113.44381670294699 53.47802369324599, -113.44442928790446 53.477930195619244, -113.44467839351212 53.47832969278379, -113.4449979761546 53.47864689385612, -113.44588238897936 53.47960881486483, -113.44608580831516 53.4800001910808, -113.44632539751953 53.48075959309552, -113.44648419623492 53.48116089051166, -113.4467872804553 53.48145139048715, -113.44728199633617 53.48166600668274, -113.44782908538552 53.48174470366295, -113.45037709224276 53.4814946970765, -113.45236958750391 53.48128300205249, -113.4523935139347 53.48143530555542, -113.45253720507975 53.48261920584189, -113.45308409092591 53.48454561143466, -113.45317005759206 53.48481853903686, -113.4532204359724 53.484978651827184, -113.45321599329874 53.48497889636872, -113.44968501206371 53.48517730195376, -113.4434044010316 53.48526989634237, -113.44287876832482 53.4852716893114, -113.44287691657556 53.48527169211795, -113.44281661822582 53.48527299620473, -113.44268111298153 53.485275701871075, -113.44248539175625 53.48527969392106, -113.44248119620855 53.485279885984504, -113.44248111100063 53.48509098044742, -113.44248100944394 53.484862806938, -113.44249030033592 53.48457829582569, -113.44248059037442 53.484146999195104, -113.44248338079669 53.48340959656785, -113.44248468190563 53.48264539755023, -113.44249070477719 53.481701205947395, -113.44249359417326 53.480963897775084, -113.4424317189691 53.479886203448736, -113.44232171809324 53.4795467982847, -113.44203381543058 53.47899520258064, -113.44167888823671 53.478588903906115, -113.44200538199603 53.47850130727844)))",Edmonton,0.365,48,48111539.0,INTERSECTS,Census Dissemination Area,920.0,48110833.0,KING EDWARD PARK,"MULTIPOLYGON (((-113.461320588978 53.51325827294931, -113.4613255936378 53.51230516353643, -113.4632104852017 53.51229327507238, -113.46435698503844 53.51229656986585, -113.46742904367358 53.51229922964904, -113.46741086606713 53.51293487906334, -113.4673683670142 53.51324148218579, -113.46737908320272 53.51420325688605, -113.46737409400107 53.51515645471252, -113.46434146479129 53.515147076148615, -113.46130938406371 53.5151466730326, -113.46131498613228 53.51420247215571, -113.461320588978 53.51325827294931)))",KING EDWARD PARK,6360,5.330420944809069,3.258907029628933,-0.036333374,2.405905759939091,0.7123851218906646,-1.369980958,-1.3916851,-1.591641757,0.098390381,-0.450382427,-0.398357672,-0.191227994,-5.3312189
2021S051248111543,48111543,Alberta,872,1,-0.712,5,1.561,1,-1.269,4,0.068,53.617412,-113.481418,716.0,229.0,227.0,4818516.5685,2175549.9795,644,"MULTIPOLYGON (((-113.47753769638983 53.62045769379724, -113.47663398129782 53.62052140219719, -113.47579867928275 53.62071849687321, -113.47533020531722 53.6202066945274, -113.47517949079862 53.619958088340695, -113.47510021752184 53.61963609855827, -113.4750544918245 53.61885479388281, -113.47512981575301 53.618592509231554, -113.47536240079218 53.61817410186789, -113.47612611403578 53.617442499888426, -113.47634801464234 53.61704510853431, -113.4763906853254 53.6166244113503, -113.47634880751573 53.616166705681366, -113.47620011733454 53.6156932066934, -113.48105468635961 53.61512892780612, -113.48334993274415 53.614838174417116, -113.48600877550176 53.614501800420484, -113.48791079714711 53.61427240740761, -113.48968649312977 53.61412758767406, -113.49004900561256 53.61412001035357, -113.49075978237701 53.614123196286656, -113.49165290145821 53.61414059505581, -113.49166111611606 53.61453600049525, -113.49167268532311 53.61524609069165, -113.49170882345989 53.61765490253535, -113.49123949358362 53.61764669793788, -113.48999008897187 53.61765199390103, -113.4868998218777 53.61765190234632, -113.48659762245963 53.61764879912774, -113.48622449356785 53.61761409604979, -113.48499886608639 53.61764320408981, -113.48312665418426 53.617719019286625, -113.48236296724632 53.6177739554287, -113.48106702053757 53.61769579711137, -113.48110491762388 53.61793888563236, -113.48111320253531 53.6179920061774, -113.48099778580075 53.61834510703559, -113.48042931373121 53.61870749292516, -113.48033361258248 53.61888030352701, -113.4803660985521 53.619176405209686, -113.48048046018667 53.61937640629994, -113.4807732861501 53.619727457720025, -113.4808600466293 53.619899884517984, -113.48084901291998 53.62019130894821, -113.48081878332842 53.620965209915674, -113.47965097996615 53.62090849715265, -113.47838931650058 53.62053900993159, -113.47753769638983 53.62045769379724)))",Edmonton,0.4471,48,48111543.0,INTERSECTS,Census Dissemination Area,923.0,48110836.0,KING EDWARD PARK,"MULTIPOLYGON (((-113.47038646177174 53.51222606961908, -113.46931697347995 53.51225535620954, -113.4694560810514 53.51230821344384, -113.46948066778585 53.512368077569334, -113.46949357542636 53.51239955353192, -113.46955350510605 53.512545407098024, -113.46934957961581 53.51255297348142, -113.4685381605295 53.512613313278685, -113.46742904367358 53.51229922964904, -113.46551771027094 53.51203644125729, -113.46498737042607 53.51173312157833, -113.46446279809612 53.5112679879444, -113.46424156442015 53.5108324415272, -113.46417987073593 53.5100253015768, -113.46421167240116 53.509796863857424, -113.464224204455 53.50971964739356, -113.46424687591872 53.50951430559023, -113.46431119414876 53.509210137500894, -113.46449687048377 53.508912562873476, -113.46460627797107 53.508745843168825, -113.46466940432384 53.508654629340334, -113.46469228451225 53.508625320323254, -113.46661029789209 53.50850087613898, -113.47038108918142 53.50850386933129, -113.47341327370694 53.50851305931371, -113.47342300674552 53.50945687133655, -113.4734176631904 53.51040106982351, -113.47342786451638 53.511353965266686, -113.47645977033075 53.51135408091957, -113.47646438639475 53.51175847500958, -113.47654708261905 53.512036371531245, -113.47669708540079 53.51232015564405, -113.47381427666691 53.51228997944044, -113.47343657542584 53.51227986647284, -113.47038646177174 53.51222606961908)))",KING EDWARD PARK,6360,5.330420944809069,3.258907029628933,-0.036333374,2.405905759939091,0.7123851218906646,-1.369980958,-1.3916851,-1.591641757,0.098390381,-0.450382427,-0.398357672,-0.191227994,-5.3312189
2021S051248110349,48110349,Alberta,611,5,0.355,5,1.432,3,-0.193,1,-0.703,53.604066,-113.47464,722.0,256.0,249.0,4818445.5857,2174023.7514,3796,"MULTIPOLYGON (((-113.47339330471453 53.60337970659404, -113.47378650433515 53.602607411788895, -113.47535734092172 53.60287456354679, -113.47612119904791 53.60298161365267, -113.47602258018058 53.60362199054971, -113.47602444614817 53.60363326676033, -113.4761161089964 53.604186499859686, -113.4761238461756 53.60420992469641, -113.47643544287169 53.60497490528751, -113.47671608501354 53.60578767872728, -113.4767561389207 53.605930646275084, -113.4737774844328 53.606443440090295, -113.47370674845187 53.60631845241359, -113.47328149039663 53.60545896197568, -113.47317399314625 53.60500638898177, -113.47313109443367 53.60484170782824, -113.47316668561315 53.604157603333476, -113.47325811722033 53.60365229869499, -113.47339330471453 53.60337970659404)))",Edmonton,0.0751,48,48110349.0,INTERSECTS,Census Dissemination Area,685.0,48110860.0,QUEEN ALEXANDRA,"MULTIPOLYGON (((-113.50630990283031 53.51313225452779, -113.50630528551062 53.51228716053749, -113.50933719917089 53.512286466030105, -113.51206721116283 53.51228307362164, -113.51207589564844 53.51293926527209, -113.51207941022024 53.51325386466108, -113.5120841162019 53.514098968647666, -113.51207860387815 53.514260858302265, -113.50933399832789 53.514273659978095, -113.50630141245959 53.5142653662533, -113.50630990283031 53.51313225452779)))",QUEEN ALEXANDRA,5330,6.067935798823178,4.658064739,-0.387685545,4.620497286585239,-2.799193267,-0.592798291,-1.190164258,-0.732562396,0.6846490496398318,0.4129784739753395,0.005533506,1.4945317321309033,-1.038805513
2021S051248110645,48110645,Alberta,533,3,-0.164,5,1.443,2,-0.673,2,-0.387,53.44806,-113.420646,457.0,161.0,156.0,4816079.7855,2156723.8238,5064,"MULTIPOLYGON (((-113.41931340216823 53.446298610463366, -113.41926040086975 53.44589500673712, -113.41954590969277 53.445874389025555, -113.42025058103548 53.445830005816546, -113.42050590109709 53.44581579284115, -113.4245058294026 53.44550951861215, -113.42454675224717 53.44612041801185, -113.42448502260915 53.44640040724849, -113.42426588470613 53.447313004900565, -113.42404216892405 53.448133531973376, -113.42378240227828 53.44901624375403, -113.42375668911248 53.44919608940213, -113.42375954199751 53.44937931827611, -113.42381093884133 53.44956926965971, -113.4239243339341 53.449828073067586, -113.4231622484179 53.4499597318354, -113.42281455411643 53.450015957973754, -113.4225105786992 53.45003640250832, -113.42207687763451 53.450043000240925, -113.42138990801863 53.45004342510112, -113.41942403848344 53.450070489227905, -113.41915719387273 53.45006946244825, -113.41923369458186 53.448686190889454, -113.41935020137053 53.44747559433226, -113.41931340216823 53.446298610463366)))",Edmonton,0.1551,48,48110645.0,INTERSECTS,Census Dissemination Area,686.0,48110861.0,QUEEN ALEXANDRA,"MULTIPOLYGON (((-113.506296773847 53.51520946311834, -113.50630141245959 53.5142653662533, -113.50933399832789 53.514273659978095, -113.51207860387815 53.514260858302265, -113.51209030670252 53.51522277203048, -113.51208638299269 53.51617587657936, -113.50932540354839 53.51617095271244, -113.50629168070535 53.51614467343968, -113.506296773847 53.51520946311834)))",QUEEN ALEXANDRA,5330,6.067935798823178,4.658064739,-0.387685545,4.620497286585239,-2.799193267,-0.592798291,-1.190164258,-0.732562396,0.6846490496398318,0.4129784739753395,0.005533506,1.4945317321309033,-1.038805513
2021S051248111063,48111063,Alberta,1544,5,0.488,5,2.976,5,1.399,1,-1.153,53.518123,-113.587901,1321.0,600.0,568.0,4808332.2,2167614.0086,1364,"MULTIPOLYGON (((-113.58679338778148 53.51942989449758, -113.5863504000582 53.51711070157626, -113.58650318965651 53.51714339728545, -113.59039520621513 53.51713999999339, -113.59036651310242 53.51938839639733, -113.59037371124977 53.519505208889555, -113.58952831269406 53.51949650242928, -113.58855900589344 53.51943661163145, -113.58679338778148 53.51942989449758)))",Edmonton,0.0651,48,48111063.0,INTERSECTS,Census Dissemination Area,683.0,48110858.0,QUEEN ALEXANDRA,"MULTIPOLYGON (((-113.49772569532152 53.509266077666425, -113.49773047385034 53.50836375776482, -113.4993327022427 53.50849137100569, -113.49933598792579 53.5084902629323, -113.50099169386903 53.50837947908482, -113.50259007043505 53.5083729654082, -113.50440046944011 53.50838005877226, -113.50440630163752 53.508478774940194, -113.5062919789086 53.50848427423996, -113.5062878700858 53.50943736992971, -113.50629838325031 53.510381271948326, -113.50630939419582 53.51133405807783, -113.50630528551062 53.51228716053749, -113.50630990283031 53.51313225452779, -113.50413058427478 53.51275535524502, -113.50440388635768 53.51227315962022, -113.50257879127822 53.51227537631565, -113.50045506207361 53.512328859855636, -113.50044609758727 53.5121761740767, -113.50001789845332 53.51207727531501, -113.49768598479831 53.51166745850806, -113.49772569532152 53.509266077666425)))",QUEEN ALEXANDRA,5330,6.067935798823178,4.658064739,-0.387685545,4.620497286585239,-2.799193267,-0.592798291,-1.190164258,-0.732562396,0.6846490496398318,0.4129784739753395,0.005533506,1.4945317321309033,-1.038805513
2021S051248111093,48111093,Alberta,582,3,-0.179,4,0.131,5,1.508,2,-0.33,53.561171,-113.546089,630.0,309.0,287.0,4812483.8071,2171147.2353,2192,"MULTIPOLYGON (((-113.54955061219503 53.56322630879254, -113.54786019295707 53.563244399909834, -113.54683779589622 53.56357190184514, -113.54617690593722 53.56363088713836, -113.54508978794472 53.56363609796871, -113.54481840651948 53.563026839665824, -113.54439158569467 53.56206850351653, -113.54394011412869 53.56108910271724, -113.54367718833274 53.56048329529332, -113.54404317240852 53.560483570474936, -113.54402325819068 53.55888329966833, -113.54450230532917 53.5588832876865, -113.54617859093094 53.558883488727446, -113.54786978449793 53.558883502010445, -113.54864010875528 53.55888498673399, -113.54955147941673 53.558973503975785, -113.54955119732234 53.56047500562619, -113.54954120009978 53.56206671329652, -113.54955061219503 53.56322630879254)))",Edmonton,0.178,48,48111093.0,INTERSECTS,Census Dissemination Area,682.0,48110857.0,QUEEN ALEXANDRA,"MULTIPOLYGON (((-113.50050289445983 53.5044336576586, -113.50032798721828 53.503511158551106, -113.502574389137 53.50350017334297, -113.5043839832051 53.50349818035708, -113.5043932660609 53.50391156815274, -113.50440368852402 53.504855465770646, -113.50438947411081 53.50563795965368, -113.50440127906306 53.506347975835816, -113.50439997796896 53.50658176180602, -113.50439589445806 53.507534975181876, -113.50440046944011 53.50838005877226, -113.50259007043505 53.5083729654082, -113.50099169386903 53.50837947908482, -113.49933598792579 53.5084902629323, -113.5000523183779 53.508129730952184, -113.50048156512018 53.50791366306903, -113.50052417482776 53.50735527014569, -113.50052676777737 53.50637516072596, -113.50051747698595 53.50544925943241, -113.5005108759064 53.504568355760426, -113.50050289445983 53.5044336576586)))",QUEEN ALEXANDRA,5330,6.067935798823178,4.658064739,-0.387685545,4.620497286585239,-2.799193267,-0.592798291,-1.190164258,-0.732562396,0.6846490496398318,0.4129784739753395,0.005533506,1.4945317321309033,-1.038805513
2021S051248111094,48111094,Alberta,555,3,-0.131,5,2.096,5,1.522,1,-1.721,53.564899,-113.548297,580.0,247.0,228.0,4812484.5714,2171580.46,2192,"MULTIPOLYGON (((-113.54743821301437 53.56471541271831, -113.55010920914305 53.56322339509571, -113.55010768914347 53.563448195414466, -113.54995098866011 53.563856206149175, -113.5488317351414 53.56512571789944, -113.5485372056684 53.56545980103817, -113.5482102888211 53.56605119942627, -113.5480971839301 53.56668299543963, -113.54810861256108 53.56737509513989, -113.54696059774459 53.56737250017858, -113.54722562752683 53.56695642346545, -113.54743821301437 53.56471541271831)))",Edmonton,0.0325,48,48111094.0,INTERSECTS,Census Dissemination Area,684.0,48110859.0,QUEEN ALEXANDRA,"MULTIPOLYGON (((-113.5062878700858 53.50943736992971, -113.5062919789086 53.50848427423996, -113.50932408627934 53.50849246115223, -113.51205386520475 53.50848906031878, -113.51206448083515 53.50943296882046, -113.51206047506321 53.510386075012384, -113.512071690367 53.51133895775266, -113.51206721116283 53.51228307362164, -113.50933719917089 53.512286466030105, -113.50630528551062 53.51228716053749, -113.50630939419582 53.51133405807783, -113.50629838325031 53.510381271948326, -113.5062878700858 53.50943736992971)))",QUEEN ALEXANDRA,5330,6.067935798823178,4.658064739,-0.387685545,4.620497286585239,-2.799193267,-0.592798291,-1.190164258,-0.732562396,0.6846490496398318,0.4129784739753395,0.005533506,1.4945317321309033,-1.038805513
2021S051248111285,48111285,Alberta,470,1,-1.056,4,0.239,2,-0.479,5,1.189,53.52846,-113.533767,449.0,182.0,162.0,4812043.7582,2167498.9947,2162,"MULTIPOLYGON (((-113.53070047759283 53.52980210075517, -113.53064877440487 53.527923992329484, -113.53063198250338 53.52637790855004, -113.5324872884435 53.526365489945746, -113.5325245016206 53.52518714568815, -113.53280710359272 53.5256574907653, -113.53332639553817 53.52601510037537, -113.53428711000385 53.52643530278364, -113.53670692203276 53.527425777897, -113.53684196648211 53.52732778389986, -113.53776717569599 53.52657070648972, -113.53839424621547 53.52683828079457, -113.53922839036724 53.52705870436029, -113.5389650423823 53.5275567020178, -113.53884476621774 53.527711645372925, -113.53869677408126 53.52782827944013, -113.53848524085008 53.527937733957415, -113.53807151225038 53.52808108004458, -113.5376170107389 53.52823889969959, -113.5373768634324 53.52837499800089, -113.5372176377826 53.528555836732245, -113.53701677739677 53.52901335699975, -113.5369331215044 53.52938135282966, -113.5367689618511 53.529869365678564, -113.53667230561855 53.53007230065411, -113.53643773961399 53.5302926119648, -113.53480461963058 53.531185098110036, -113.53457336968778 53.5312780737068, -113.53438599443574 53.531315213026936, -113.53411377855858 53.53136609385719, -113.53376609740921 53.53135550769401, -113.53203560556933 53.53093370345781, -113.53070180368863 53.53083600405355, -113.53066959026732 53.53054901579964, -113.53066038332567 53.530374752190056, -113.53070047759283 53.52980210075517)))",Edmonton,0.2245,48,48111285.0,INTERSECTS,Census Dissemination Area,802.0,48111309.0,QUEEN ALEXANDRA,"MULTIPOLYGON (((-113.50045198278141 53.51329996282322, -113.50045506207361 53.512328859855636, -113.50257879127822 53.51227537631565, -113.50440388635768 53.51227315962022, -113.50413058427478 53.51275535524502, -113.50630990283031 53.51313225452779, -113.50630141245959 53.5142653662533, -113.506296773847 53.51520946311834, -113.50629168070535 53.51614467343968, -113.50346839003498 53.5161049692137, -113.50043780313756 53.51613246748256, -113.50044300074413 53.51519726698265, -113.50043270529207 53.51425347508123, -113.50045198278141 53.51329996282322)))",QUEEN ALEXANDRA,5330,6.067935798823178,4.658064739,-0.387685545,4.620497286585239,-2.799193267,-0.592798291,-1.190164258,-0.732562396,0.6846490496398318,0.4129784739753395,0.005533506,1.4945317321309033,-1.038805513
2021S051248111286,48111286,Alberta,53,2,-0.582,4,-0.015,5,0.704,5,0.537,53.525084,-113.521282,192.0,171.0,79.0,4812688.8248,2166877.8134,2162,"MULTIPOLYGON (((-113.51330052288152 53.524799126606226, -113.51295732248462 53.524402732324944, -113.51285340682475 53.524280407467224, -113.5125538065072 53.52406208923427, -113.51249862870158 53.52398945405754, -113.51255621815184 53.52386905219282, -113.51275991940679 53.52385648581565, -113.51499613149693 53.52385394687462, -113.51556506494174 53.52384498449002, -113.5173923435459 53.523842395538686, -113.51780161262883 53.52383014933754, -113.51781279551112 53.52290095718385, -113.51980661604732 53.5228957668251, -113.5208429599574 53.52292913093343, -113.52235190044995 53.522898000132685, -113.52559221418454 53.52287241065379, -113.52729366653065 53.522898947426725, -113.52948511838272 53.52292393362065, -113.5306608045487 53.522951945715235, -113.53065496487663 53.52480686742011, -113.53063198250338 53.52637790855004, -113.53064877440487 53.527923992329484, -113.53070047759283 53.52980210075517, -113.53066038332567 53.530374752190056, -113.53066959026732 53.53054901579964, -113.53070180368863 53.53083600405355, -113.53026201571129 53.53080039008465, -113.52678779062481 53.52998380701345, -113.52487110843101 53.529727598274015, -113.52410580036518 53.52954590428785, -113.52305949393887 53.52911342980818, -113.52250076808612 53.528913838545, -113.52207120560078 53.52878122023453, -113.5214626968017 53.52859622639653, -113.52120671177947 53.52850685484085, -113.52081267953861 53.52832984669864, -113.52038213449376 53.52810593238473, -113.51966016400984 53.527727068866795, -113.51805423585346 53.526710946344586, -113.51791233382956 53.526658023379134, -113.51768840255198 53.52659044725035, -113.5175349946967 53.526517305944715, -113.5153484944146 53.52590031134083, -113.5150808876141 53.52580099755078, -113.51499299227049 53.52573485103212, -113.51499670896614 53.524801797474396, -113.51330052288152 53.524799126606226)))",Edmonton,0.6633,48,48111286.0,INTERSECTS,Census Dissemination Area,803.0,48111310.0,QUEEN ALEXANDRA,"MULTIPOLYGON (((-113.49162909354116 53.50001618377429, -113.49157792963264 53.49995025923988, -113.4940415780659 53.49995618050063, -113.49773577372856 53.499950962656406, -113.49773888249285 53.5000048798282, -113.49775267853673 53.50075087586038, -113.50001608534942 53.50077536066426, -113.5003178838212 53.50077806432462, -113.50032130077946 53.50160516655214, -113.50033032949766 53.5025066442185, -113.50033219048665 53.50255806081326, -113.5003388043069 53.5034390683769, -113.50032798721828 53.503511158551106, -113.50050289445983 53.5044336576586, -113.5005108759064 53.504568355760426, -113.50051747698595 53.50544925943241, -113.50052676777737 53.50637516072596, -113.50052417482776 53.50735527014569, -113.50048156512018 53.50791366306903, -113.5000523183779 53.508129730952184, -113.49933598792579 53.5084902629323, -113.4993327022427 53.50849137100569, -113.49773047385034 53.50836375776482, -113.49631888747656 53.5083615722356, -113.4941868287735 53.50850674689738, -113.4938092339819 53.508524338187286, -113.49330400333432 53.50854785839562, -113.49320675118435 53.50855238715935, -113.49295004673759 53.508564331220654, -113.49292289916437 53.508372745648934, -113.49253999776384 53.50566833422731, -113.49216367464982 53.50354085413358, -113.4919396189133 53.502139843017225, -113.49180938246937 53.50144161872492, -113.49164330793958 53.50020427026062, -113.49163069441778 53.50003732625971, -113.49162909354116 53.50001618377429)))",QUEEN ALEXANDRA,5330,6.067935798823178,4.658064739,-0.387685545,4.620497286585239,-2.799193267,-0.592798291,-1.190164258,-0.732562396,0.6846490496398318,0.4129784739753395,0.005533506,1.4945317321309033,-1.038805513
2021S051248111532,48111532,Alberta,407,3,-0.209,5,2.049,1,-0.998,5,0.567,53.442115,-113.424609,386.0,122.0,117.0,4815618.4439,2156195.3442,3807,"MULTIPOLYGON (((-113.42368940257933 53.440718921377325, -113.42413788058556 53.44057230323709, -113.42455502219914 53.440491905153365, -113.42498733611824 53.44046009106158, -113.42589359813961 53.44046469975099, -113.42590168813577 53.441399595860794, -113.42573789760091 53.44196041203857, -113.42558828777952 53.44224210070634, -113.42518439297581 53.44281678850557, -113.42517308998394 53.44310840657596, -113.42654426084161 53.44307620265623, -113.42670616061412 53.4431007559605, -113.42688810919532 53.443200638568086, -113.42689151852215 53.4439752215254, -113.42686497822449 53.44403239546397, -113.42675304815309 53.44406582058698, -113.42399302064682 53.44410869631297, -113.42355068626075 53.44321861243588, -113.42309240300189 53.442310807892945, -113.42298902916926 53.44211251603749, -113.42291968763665 53.4419225624246, -113.42289678702095 53.44177168521634, -113.4228893335465 53.44163380362878, -113.422917307224 53.44151634483966, -113.42303565244895 53.4412763624452, -113.4231635557748 53.44111590514155, -113.42339117317306 53.44091459401075, -113.42368940257933 53.440718921377325)))",Edmonton,0.0702,48,48111532.0,INTERSECTS,Census Dissemination Area,915.0,48110856.0,QUEEN ALEXANDRA,"MULTIPOLYGON (((-113.50440127906306 53.506347975835816, -113.50438947411081 53.50563795965368, -113.50629069619742 53.50565206639971, -113.50932150925927 53.505642368955975, -113.5120360882001 53.50563925752015, -113.51204717341597 53.506592071915165, -113.51204269829245 53.50753625778523, -113.51205386520475 53.50848906031878, -113.50932408627934 53.50849246115223, -113.5062919789086 53.50848427423996, -113.50440630163752 53.508478774940194, -113.50440046944011 53.50838005877226, -113.50439589445806 53.507534975181876, -113.50439997796896 53.50658176180602, -113.50440127906306 53.506347975835816)))",QUEEN ALEXANDRA,5330,6.067935798823178,4.658064739,-0.387685545,4.620497286585239,-2.799193267,-0.592798291,-1.190164258,-0.732562396,0.6846490496398318,0.4129784739753395,0.005533506,1.4945317321309033,-1.038805513
